step,time_s,vehicle_id_leader,leader_lane_pos_m,vehicle_id_follower,follower_lane_pos_m,leader_speed_mps,follower_speed_mps,gap_m,safe_dist_m,action
690,69.100,leader,284.910,follower,272.257,4.995,4.959,12.653,12.692,Leader: cruise | Follower: brake (too close)
691,69.200,leader,285.405,follower,272.738,4.952,4.806,12.667,12.372,Leader: cruise | Follower: follow
692,69.300,leader,285.902,follower,273.247,4.970,5.095,12.655,12.979,Leader: cruise | Follower: brake (too close)
693,69.400,leader,286.402,follower,273.741,4.994,4.937,12.661,12.645,Leader: cruise | Follower: follow
694,69.500,leader,286.901,follower,274.257,4.995,5.161,12.644,13.120,Leader: cruise | Follower: brake (too close)
695,69.600,leader,287.397,follower,274.757,4.964,5.001,12.640,12.779,Leader: cruise | Follower: brake (too close)
696,69.700,leader,287.894,follower,275.242,4.970,4.846,12.653,12.455,Leader: cruise | Follower: follow
697,69.800,leader,288.393,follower,275.746,4.982,5.046,12.646,12.875,Leader: cruise | Follower: brake (too close)
698,69.900,leader,288.891,follower,276.235,4.988,4.890,12.656,12.547,Leader: cruise | Follower: follow
699,70.000,leader,289.390,follower,276.749,4.983,5.135,12.641,13.064,Leader: cruise | Follower: brake (too close)
700,70.100,leader,289.886,follower,277.246,4.964,4.976,12.640,12.727,Leader: cruise | Follower: brake (too close)
701,70.200,leader,290.385,follower,277.729,4.988,4.822,12.656,12.405,Leader: cruise | Follower: follow
702,70.300,leader,290.885,follower,278.233,4.997,5.041,12.652,12.865,Leader: cruise | Follower: brake (too close)
703,70.400,leader,291.383,follower,278.721,4.986,4.885,12.662,12.537,Leader: cruise | Follower: follow
704,70.500,leader,291.879,follower,279.238,4.959,5.173,12.641,13.145,Leader: cruise | Follower: brake (too close)
705,70.600,leader,292.379,follower,279.740,4.997,5.012,12.639,12.804,Leader: cruise | Follower: brake (too close)
706,70.700,leader,292.876,follower,280.225,4.971,4.857,12.650,12.479,Leader: cruise | Follower: follow
707,70.800,leader,293.374,follower,280.738,4.984,5.129,12.636,13.051,Leader: cruise | Follower: brake (too close)
708,70.900,leader,293.874,follower,281.235,4.998,4.970,12.639,12.714,Leader: cruise | Follower: brake (too close)
709,71.000,leader,294.371,follower,281.717,4.968,4.816,12.654,12.393,Leader: cruise | Follower: follow
710,71.100,leader,294.870,follower,282.225,4.994,5.086,12.645,12.961,Leader: cruise | Follower: brake (too close)
711,71.200,leader,295.366,follower,282.718,4.957,4.929,12.648,12.628,Leader: cruise | Follower: follow
712,71.300,leader,295.865,follower,283.234,4.987,5.158,12.630,13.115,Leader: cruise | Follower: brake (too close)
713,71.400,leader,296.364,follower,283.734,4.996,4.999,12.630,12.775,Leader: cruise | Follower: brake (too close)
714,71.500,leader,296.863,follower,284.218,4.988,4.844,12.645,12.451,Leader: cruise | Follower: follow
715,71.600,leader,297.363,follower,284.726,4.997,5.080,12.636,12.947,Leader: cruise | Follower: brake (too close)
716,71.700,leader,297.862,follower,285.219,4.997,4.922,12.644,12.615,Leader: cruise | Follower: follow
717,71.800,leader,298.360,follower,285.726,4.977,5.074,12.634,12.934,Leader: cruise | Follower: brake (too close)
718,71.900,leader,298.857,follower,286.218,4.971,4.917,12.640,12.603,Leader: cruise | Follower: follow
719,72.000,leader,299.357,follower,286.738,4.999,5.206,12.619,13.218,Leader: cruise | Follower: brake (too close)
720,72.100,leader,299.856,follower,287.243,4.986,5.045,12.613,12.874,Leader: cruise | Follower: brake (too close)
721,72.200,leader,300.356,follower,287.732,4.998,4.889,12.624,12.545,Leader: cruise | Follower: follow
722,72.300,leader,300.854,follower,288.240,4.985,5.077,12.614,12.942,Leader: cruise | Follower: brake (too close)
723,72.400,leader,301.353,follower,288.732,4.994,4.920,12.622,12.610,Leader: cruise | Follower: follow
724,72.500,leader,301.853,follower,289.252,4.999,5.202,12.602,13.209,Leader: cruise | Follower: brake (too close)
725,72.600,leader,302.349,follower,289.756,4.957,5.041,12.593,12.864,Leader: cruise | Follower: brake (too close)
726,72.700,leader,302.846,follower,290.244,4.969,4.885,12.602,12.536,Leader: cruise | Follower: follow
727,72.800,leader,303.345,follower,290.756,4.988,5.121,12.588,13.035,Leader: cruise | Follower: brake (too close)
728,72.900,leader,303.842,follower,291.253,4.970,4.963,12.589,12.699,Leader: cruise | Follower: brake (too close)
729,73.000,leader,304.341,follower,291.734,4.989,4.809,12.607,12.379,Leader: cruise | Follower: follow
730,73.100,leader,304.836,follower,292.230,4.952,4.966,12.606,12.707,Leader: cruise | Follower: brake (too close)
731,73.200,leader,305.336,follower,292.711,5.000,4.813,12.624,12.386,Leader: cruise | Follower: follow
732,73.300,leader,305.836,follower,293.212,4.999,5.010,12.623,12.798,Leader: cruise | Follower: brake (too close)
733,73.400,leader,306.332,follower,293.698,4.964,4.855,12.634,12.473,Leader: cruise | Follower: follow
734,73.500,leader,306.829,follower,294.204,4.973,5.065,12.625,12.916,Leader: cruise | Follower: brake (too close)
735,73.600,leader,307.326,follower,294.695,4.968,4.908,12.631,12.586,Leader: cruise | Follower: follow
736,73.700,leader,307.822,follower,295.202,4.955,5.066,12.620,12.917,Leader: cruise | Follower: brake (too close)
737,73.800,leader,308.320,follower,295.693,4.986,4.909,12.627,12.586,Leader: cruise | Follower: follow
738,73.900,leader,308.815,follower,296.211,4.953,5.180,12.605,13.161,Leader: cruise | Follower: brake (too close)
739,74.000,leader,309.312,follower,296.713,4.966,5.020,12.599,12.819,Leader: cruise | Follower: brake (too close)
740,74.100,leader,309.809,follower,297.199,4.973,4.864,12.610,12.493,Leader: cruise | Follower: follow
741,74.200,leader,310.308,follower,297.709,4.990,5.095,12.600,12.979,Leader: cruise | Follower: brake (too close)
742,74.300,leader,310.807,follower,298.202,4.989,4.937,12.605,12.646,Leader: cruise | Follower: brake (too close)
743,74.400,leader,311.303,follower,298.681,4.957,4.784,12.622,12.328,Leader: cruise | Follower: follow
744,74.500,leader,311.801,follower,299.183,4.980,5.018,12.618,12.817,Leader: cruise | Follower: brake (too close)
745,74.600,leader,312.297,follower,299.669,4.963,4.863,12.628,12.491,Leader: cruise | Follower: follow
746,74.700,leader,312.793,follower,300.181,4.955,5.121,12.612,13.035,Leader: cruise | Follower: brake (too close)
747,74.800,leader,313.291,follower,300.677,4.984,4.963,12.614,12.699,Leader: cruise | Follower: brake (too close)
748,74.900,leader,313.791,follower,301.158,4.993,4.809,12.632,12.379,Leader: cruise | Follower: follow
749,75.000,leader,314.286,follower,301.665,4.954,5.073,12.620,12.931,Leader: cruise | Follower: brake (too close)
750,75.100,leader,314.783,follower,302.157,4.973,4.915,12.626,12.600,Leader: cruise | Follower: follow
751,75.200,leader,315.278,follower,302.674,4.953,5.175,12.604,13.151,Leader: cruise | Follower: brake (too close)
752,75.300,leader,315.775,follower,303.176,4.964,5.015,12.599,12.809,Leader: cruise | Follower: brake (too close)
753,75.400,leader,316.272,follower,303.662,4.968,4.860,12.610,12.484,Leader: cruise | Follower: follow
754,75.500,leader,316.767,follower,304.173,4.951,5.112,12.594,13.015,Leader: cruise | Follower: brake (too close)
755,75.600,leader,317.266,follower,304.668,4.993,4.954,12.598,12.680,Leader: cruise | Follower: brake (too close)
756,75.700,leader,317.762,follower,305.148,4.956,4.800,12.613,12.361,Leader: cruise | Follower: follow
757,75.800,leader,318.261,follower,305.658,4.992,5.095,12.603,12.980,Leader: cruise | Follower: brake (too close)
758,75.900,leader,318.760,follower,306.152,4.988,4.937,12.608,12.646,Leader: cruise | Follower: brake (too close)
759,76.000,leader,319.258,follower,306.630,4.987,4.785,12.628,12.328,Leader: cruise | Follower: follow
760,76.100,leader,319.755,follower,307.124,4.971,4.942,12.631,12.655,Leader: cruise | Follower: brake (too close)
761,76.200,leader,320.251,follower,307.603,4.957,4.789,12.648,12.337,Leader: cruise | Follower: follow
762,76.300,leader,320.751,follower,308.112,4.999,5.083,12.639,12.954,Leader: cruise | Follower: brake (too close)
763,76.400,leader,321.249,follower,308.604,4.979,4.926,12.645,12.622,Leader: cruise | Follower: follow
764,76.500,leader,321.749,follower,309.120,4.997,5.154,12.629,13.104,Leader: cruise | Follower: brake (too close)
765,76.600,leader,322.248,follower,309.619,4.996,4.994,12.629,12.765,Leader: cruise | Follower: brake (too close)
766,76.700,leader,322.744,follower,310.103,4.956,4.839,12.641,12.442,Leader: cruise | Follower: follow
767,76.800,leader,323.241,follower,310.611,4.973,5.086,12.630,12.961,Leader: cruise | Follower: brake (too close)
768,76.900,leader,323.741,follower,311.104,4.997,4.929,12.636,12.628,Leader: cruise | Follower: follow
769,77.000,leader,324.240,follower,311.626,4.989,5.215,12.614,13.237,Leader: cruise | Follower: brake (too close)
770,77.100,leader,324.739,follower,312.131,4.994,5.054,12.608,12.891,Leader: cruise | Follower: brake (too close)
771,77.200,leader,325.237,follower,312.621,4.984,4.897,12.617,12.562,Leader: cruise | Follower: follow
772,77.300,leader,325.734,follower,313.136,4.969,5.154,12.598,13.105,Leader: cruise | Follower: brake (too close)
773,77.400,leader,326.231,follower,313.636,4.968,4.994,12.595,12.765,Leader: cruise | Follower: brake (too close)
774,77.500,leader,326.729,follower,314.120,4.975,4.839,12.609,12.442,Leader: cruise | Follower: follow
775,77.600,leader,327.228,follower,314.625,4.990,5.051,12.603,12.886,Leader: cruise | Follower: brake (too close)
776,77.700,leader,327.726,follower,315.114,4.986,4.895,12.612,12.557,Leader: cruise | Follower: follow
777,77.800,leader,328.222,follower,315.619,4.960,5.051,12.603,12.887,Leader: cruise | Follower: brake (too close)
778,77.900,leader,328.718,follower,316.109,4.959,4.895,12.609,12.557,Leader: cruise | Follower: follow
779,78.000,leader,329.215,follower,316.626,4.969,5.174,12.589,13.148,Leader: cruise | Follower: brake (too close)
780,78.100,leader,329.714,follower,317.128,4.991,5.014,12.586,12.807,Leader: cruise | Follower: brake (too close)
781,78.200,leader,330.214,follower,317.614,4.999,4.859,12.601,12.482,Leader: cruise | Follower: follow
782,78.300,leader,330.710,follower,318.129,4.955,5.155,12.581,13.107,Leader: cruise | Follower: brake (too close)
783,78.400,leader,331.207,follower,318.628,4.970,4.995,12.578,12.767,Leader: cruise | Follower: brake (too close)
784,78.500,leader,331.702,follower,319.113,4.953,4.840,12.589,12.444,Leader: cruise | Follower: follow
785,78.600,leader,332.199,follower,319.626,4.975,5.136,12.573,13.066,Leader: cruise | Follower: brake (too close)
786,78.700,leader,332.698,follower,320.124,4.990,4.977,12.574,12.729,Leader: cruise | Follower: brake (too close)
787,78.800,leader,333.197,follower,320.606,4.991,4.823,12.591,12.407,Leader: cruise | Follower: follow
788,78.900,leader,333.693,follower,321.103,4.955,4.973,12.589,12.721,Leader: cruise | Follower: brake (too close)
789,79.000,leader,334.188,follower,321.585,4.953,4.819,12.603,12.400,Leader: cruise | Follower: follow
790,79.100,leader,334.686,follower,322.097,4.981,5.117,12.589,13.026,Leader: cruise | Follower: brake (too close)
791,79.200,leader,335.183,follower,322.593,4.968,4.958,12.590,12.690,Leader: cruise | Follower: brake (too close)
792,79.300,leader,335.678,follower,323.073,4.952,4.805,12.605,12.370,Leader: cruise | Follower: follow
793,79.400,leader,336.177,follower,323.570,4.989,4.965,12.607,12.704,Leader: cruise | Follower: brake (too close)
794,79.500,leader,336.674,follower,324.051,4.973,4.811,12.623,12.383,Leader: cruise | Follower: follow
795,79.600,leader,337.171,follower,324.555,4.967,5.037,12.616,12.856,Leader: cruise | Follower: brake (too close)
796,79.700,leader,337.669,follower,325.043,4.984,4.881,12.627,12.528,Leader: cruise | Follower: follow
797,79.800,leader,338.168,follower,325.551,4.981,5.087,12.616,12.962,Leader: cruise | Follower: brake (too close)
798,79.900,leader,338.667,follower,326.044,4.998,4.929,12.623,12.629,Leader: cruise | Follower: brake (too close)
799,80.000,leader,339.163,follower,326.522,4.960,4.777,12.641,12.312,Leader: cruise | Follower: follow
800,80.100,leader,339.663,follower,327.022,4.998,5.003,12.641,12.784,Leader: cruise | Follower: brake (too close)
801,80.200,leader,340.160,follower,327.507,4.973,4.848,12.653,12.460,Leader: cruise | Follower: follow
802,80.300,leader,340.658,follower,328.009,4.977,5.022,12.649,12.823,Leader: cruise | Follower: brake (too close)
803,80.400,leader,341.154,follower,328.496,4.961,4.866,12.658,12.497,Leader: cruise | Follower: follow
804,80.500,leader,341.654,follower,328.999,4.995,5.031,12.655,12.843,Leader: cruise | Follower: brake (too close)
805,80.600,leader,342.153,follower,329.487,4.991,4.875,12.666,12.516,Leader: cruise | Follower: follow
806,80.700,leader,342.650,follower,329.993,4.975,5.061,12.658,12.906,Leader: cruise | Follower: brake (too close)
807,80.800,leader,343.149,follower,330.483,4.990,4.904,12.666,12.576,Leader: cruise | Follower: follow
808,80.900,leader,343.647,follower,330.995,4.980,5.119,12.652,13.031,Leader: cruise | Follower: brake (too close)
809,81.000,leader,344.145,follower,331.491,4.981,4.961,12.654,12.695,Leader: cruise | Follower: brake (too close)
810,81.100,leader,344.644,follower,331.972,4.983,4.807,12.672,12.375,Leader: cruise | Follower: follow
811,81.200,leader,345.142,follower,332.468,4.980,4.967,12.673,12.708,Leader: cruise | Follower: brake (too close)
812,81.300,leader,345.641,follower,332.950,4.994,4.813,12.691,12.387,Leader: cruise | Follower: follow
813,81.400,leader,346.138,follower,333.449,4.965,4.994,12.688,12.765,Leader: cruise | Follower: brake (too close)
814,81.500,leader,346.633,follower,333.933,4.950,4.839,12.700,12.441,Leader: cruise | Follower: follow
815,81.600,leader,347.131,follower,334.440,4.981,5.065,12.691,12.916,Leader: cruise | Follower: brake (too close)
816,81.700,leader,347.630,follower,334.931,4.995,4.909,12.700,12.586,Leader: cruise | Follower: follow
817,81.800,leader,348.126,follower,335.441,4.956,5.107,12.685,13.004,Leader: cruise | Follower: brake (too close)
818,81.900,leader,348.625,follower,335.936,4.992,4.949,12.689,12.670,Leader: cruise | Follower: follow
819,82.000,leader,349.125,follower,336.458,4.994,5.216,12.667,13.240,Leader: cruise | Follower: brake (too close)
820,82.100,leader,349.623,follower,336.963,4.984,5.055,12.660,12.894,Leader: cruise | Follower: brake (too close)
821,82.200,leader,350.121,follower,337.453,4.984,4.899,12.668,12.565,Leader: cruise | Follower: follow
822,82.300,leader,350.617,follower,337.972,4.960,5.191,12.645,13.185,Leader: cruise | Follower: brake (too close)
823,82.400,leader,351.115,follower,338.475,4.972,5.030,12.639,12.842,Leader: cruise | Follower: brake (too close)
824,82.500,leader,351.611,follower,338.963,4.960,4.875,12.648,12.515,Leader: cruise | Follower: follow
825,82.600,leader,352.107,follower,339.470,4.961,5.078,12.636,12.942,Leader: cruise | Follower: brake (too close)
826,82.700,leader,352.606,follower,339.962,4.989,4.920,12.643,12.611,Leader: cruise | Follower: follow
827,82.800,leader,353.102,follower,340.472,4.967,5.099,12.630,12.987,Leader: cruise | Follower: brake (too close)
828,82.900,leader,353.600,follower,340.966,4.979,4.941,12.634,12.653,Leader: cruise | Follower: brake (too close)
829,83.000,leader,354.095,follower,341.445,4.951,4.788,12.650,12.335,Leader: cruise | Follower: follow
830,83.100,leader,354.595,follower,341.949,4.996,5.035,12.646,12.852,Leader: cruise | Follower: brake (too close)
831,83.200,leader,355.094,follower,342.437,4.992,4.879,12.658,12.524,Leader: cruise | Follower: follow
832,83.300,leader,355.591,follower,342.948,4.968,5.119,12.643,13.031,Leader: cruise | Follower: brake (too close)
833,83.400,leader,356.086,follower,343.445,4.951,4.961,12.641,12.695,Leader: cruise | Follower: brake (too close)
834,83.500,leader,356.585,follower,343.925,4.988,4.807,12.660,12.375,Leader: cruise | Follower: follow
835,83.600,leader,357.082,follower,344.430,4.967,5.044,12.652,12.871,Leader: cruise | Follower: brake (too close)
836,83.700,leader,357.577,follower,344.918,4.951,4.888,12.658,12.543,Leader: cruise | Follower: follow
837,83.800,leader,358.075,follower,345.428,4.982,5.096,12.647,12.981,Leader: cruise | Follower: brake (too close)
838,83.900,leader,358.572,follower,345.922,4.971,4.938,12.650,12.648,Leader: cruise | Follower: follow
839,84.000,leader,359.067,follower,346.435,4.950,5.131,12.632,13.055,Leader: cruise | Follower: brake (too close)
840,84.100,leader,359.567,follower,346.932,4.997,4.972,12.635,12.718,Leader: cruise | Follower: brake (too close)
841,84.200,leader,360.062,follower,347.414,4.953,4.818,12.648,12.397,Leader: cruise | Follower: follow
842,84.300,leader,360.559,follower,347.924,4.969,5.100,12.635,12.990,Leader: cruise | Follower: brake (too close)
843,84.400,leader,361.054,follower,348.418,4.955,4.942,12.636,12.656,Leader: cruise | Follower: brake (too close)
844,84.500,leader,361.551,follower,348.897,4.964,4.789,12.654,12.338,Leader: cruise | Follower: follow
845,84.600,leader,362.049,follower,349.397,4.983,5.003,12.652,12.783,Leader: cruise | Follower: brake (too close)
846,84.700,leader,362.545,follower,349.882,4.964,4.848,12.663,12.459,Leader: cruise | Follower: follow
847,84.800,leader,363.044,follower,350.395,4.981,5.125,12.649,13.043,Leader: cruise | Follower: brake (too close)
848,84.900,leader,363.540,follower,350.891,4.964,4.966,12.649,12.707,Leader: cruise | Follower: brake (too close)
849,85.000,leader,364.036,follower,351.372,4.965,4.813,12.664,12.386,Leader: cruise | Follower: follow
850,85.100,leader,364.535,follower,351.869,4.985,4.969,12.665,12.713,Leader: cruise | Follower: brake (too close)
851,85.200,leader,365.033,follower,352.351,4.980,4.816,12.682,12.392,Leader: cruise | Follower: follow
852,85.300,leader,365.530,follower,352.855,4.973,5.037,12.676,12.855,Leader: cruise | Follower: brake (too close)
853,85.400,leader,366.029,follower,353.343,4.990,4.881,12.687,12.528,Leader: cruise | Follower: follow
854,85.500,leader,366.525,follower,353.849,4.962,5.064,12.676,12.913,Leader: cruise | Follower: brake (too close)
855,85.600,leader,367.023,follower,354.340,4.980,4.907,12.684,12.583,Leader: cruise | Follower: follow
856,85.700,leader,367.522,follower,354.859,4.988,5.189,12.664,13.180,Leader: cruise | Follower: brake (too close)
857,85.800,leader,368.018,follower,355.362,4.956,5.028,12.656,12.837,Leader: cruise | Follower: brake (too close)
858,85.900,leader,368.517,follower,355.849,4.988,4.873,12.668,12.511,Leader: cruise | Follower: follow
859,86.000,leader,369.013,follower,356.352,4.961,5.031,12.661,12.844,Leader: cruise | Follower: brake (too close)
860,86.100,leader,369.511,follower,356.839,4.982,4.876,12.672,12.517,Leader: cruise | Follower: follow
861,86.200,leader,370.010,follower,357.356,4.993,5.166,12.654,13.132,Leader: cruise | Follower: brake (too close)
862,86.300,leader,370.508,follower,357.857,4.972,5.006,12.651,12.791,Leader: cruise | Follower: brake (too close)
863,86.400,leader,371.006,follower,358.342,4.980,4.851,12.664,12.466,Leader: cruise | Follower: follow
864,86.500,leader,371.504,follower,358.851,4.986,5.087,12.654,12.962,Leader: cruise | Follower: brake (too close)
865,86.600,leader,372.000,follower,359.343,4.963,4.929,12.657,12.629,Leader: cruise | Follower: follow
866,86.700,leader,372.496,follower,359.863,4.957,5.200,12.633,13.203,Leader: cruise | Follower: brake (too close)
867,86.800,leader,372.993,follower,360.367,4.965,5.039,12.625,12.859,Leader: cruise | Follower: brake (too close)
868,86.900,leader,373.490,follower,360.855,4.972,4.883,12.634,12.531,Leader: cruise | Follower: follow
869,87.000,leader,373.988,follower,361.361,4.987,5.058,12.627,12.901,Leader: cruise | Follower: brake (too close)
870,87.100,leader,374.484,follower,361.851,4.959,4.902,12.633,12.571,Leader: cruise | Follower: follow
871,87.200,leader,374.980,follower,362.366,4.953,5.148,12.613,13.092,Leader: cruise | Follower: brake (too close)
872,87.300,leader,375.479,follower,362.865,4.994,4.988,12.614,12.753,Leader: cruise | Follower: brake (too close)
873,87.400,leader,375.978,follower,363.348,4.990,4.834,12.630,12.430,Leader: cruise | Follower: follow
874,87.500,leader,376.473,follower,363.856,4.951,5.079,12.617,12.945,Leader: cruise | Follower: brake (too close)
875,87.600,leader,376.971,follower,364.349,4.979,4.922,12.623,12.613,Leader: cruise | Follower: follow
876,87.700,leader,377.470,follower,364.861,4.992,5.123,12.610,13.039,Leader: cruise | Follower: brake (too close)
877,87.800,leader,377.970,follower,365.357,4.998,4.964,12.613,12.702,Leader: cruise | Follower: brake (too close)
878,87.900,leader,378.467,follower,365.838,4.964,4.811,12.628,12.382,Leader: cruise | Follower: follow
879,88.000,leader,378.966,follower,366.343,4.995,5.049,12.623,12.881,Leader: cruise | Follower: brake (too close)
880,88.100,leader,379.463,follower,366.832,4.969,4.893,12.631,12.552,Leader: cruise | Follower: follow
881,88.200,leader,379.958,follower,367.344,4.951,5.119,12.614,13.031,Leader: cruise | Follower: brake (too close)
882,88.300,leader,380.457,follower,367.840,4.992,4.961,12.617,12.695,Leader: cruise | Follower: brake (too close)
883,88.400,leader,380.956,follower,368.321,4.985,4.807,12.635,12.375,Leader: cruise | Follower: follow
884,88.500,leader,381.455,follower,368.827,4.995,5.062,12.628,12.909,Leader: cruise | Follower: brake (too close)
885,88.600,leader,381.952,follower,369.318,4.967,4.905,12.634,12.579,Leader: cruise | Follower: follow
886,88.700,leader,382.448,follower,369.834,4.957,5.161,12.614,13.121,Leader: cruise | Follower: brake (too close)
887,88.800,leader,382.945,follower,370.334,4.972,5.002,12.611,12.781,Leader: cruise | Follower: brake (too close)
888,88.900,leader,383.444,follower,370.819,4.995,4.847,12.625,12.457,Leader: cruise | Follower: follow
889,89.000,leader,383.943,follower,371.319,4.989,5.007,12.624,12.792,Leader: cruise | Follower: brake (too close)
890,89.100,leader,384.440,follower,371.805,4.969,4.852,12.635,12.467,Leader: cruise | Follower: follow
891,89.200,leader,384.937,follower,372.311,4.973,5.060,12.627,12.906,Leader: cruise | Follower: brake (too close)
892,89.300,leader,385.435,follower,372.801,4.979,4.904,12.634,12.576,Leader: cruise | Follower: follow
893,89.400,leader,385.935,follower,373.308,4.993,5.070,12.627,12.925,Leader: cruise | Follower: brake (too close)
894,89.500,leader,386.433,follower,373.799,4.987,4.913,12.634,12.594,Leader: cruise | Follower: follow
895,89.600,leader,386.933,follower,374.306,4.997,5.067,12.627,12.920,Leader: cruise | Follower: brake (too close)
896,89.700,leader,387.433,follower,374.797,4.997,4.910,12.636,12.589,Leader: cruise | Follower: follow
897,89.800,leader,387.933,follower,375.306,5.000,5.090,12.627,12.968,Leader: cruise | Follower: brake (too close)
898,89.900,leader,388.429,follower,375.799,4.960,4.932,12.629,12.635,Leader: cruise | Follower: brake (too close)
899,90.000,leader,388.925,follower,376.277,4.962,4.779,12.648,12.317,Leader: cruise | Follower: follow
900,90.100,leader,389.423,follower,376.771,4.982,4.942,12.652,12.655,Leader: cruise | Follower: brake (too close)
901,90.200,leader,389.923,follower,377.250,4.996,4.789,12.672,12.337,Leader: cruise | Follower: follow
902,90.300,leader,390.418,follower,377.759,4.951,5.087,12.659,12.962,Leader: cruise | Follower: brake (too close)
903,90.400,leader,390.916,follower,378.252,4.983,4.930,12.664,12.630,Leader: cruise | Follower: follow
904,90.500,leader,391.412,follower,378.763,4.962,5.109,12.649,13.010,Leader: cruise | Follower: brake (too close)
905,90.600,leader,391.910,follower,379.258,4.974,4.951,12.652,12.675,Leader: cruise | Follower: brake (too close)
906,90.700,leader,392.406,follower,379.738,4.966,4.798,12.668,12.356,Leader: cruise | Follower: follow
907,90.800,leader,392.905,follower,380.243,4.992,5.055,12.662,12.894,Leader: cruise | Follower: brake (too close)
908,90.900,leader,393.402,follower,380.733,4.966,4.898,12.669,12.565,Leader: cruise | Follower: follow
909,91.000,leader,393.899,follower,381.244,4.971,5.114,12.655,13.020,Leader: cruise | Follower: brake (too close)
910,91.100,leader,394.397,follower,381.740,4.980,4.956,12.657,12.685,Leader: cruise | Follower: brake (too close)
911,91.200,leader,394.897,follower,382.220,4.999,4.802,12.677,12.365,Leader: cruise | Follower: follow
912,91.300,leader,395.393,follower,382.721,4.957,5.003,12.672,12.785,Leader: cruise | Follower: brake (too close)
913,91.400,leader,395.892,follower,383.206,4.996,4.849,12.687,12.461,Leader: cruise | Follower: follow
914,91.500,leader,396.392,follower,383.717,4.997,5.111,12.675,13.013,Leader: cruise | Follower: brake (too close)
915,91.600,leader,396.887,follower,384.212,4.954,4.953,12.676,12.678,Leader: cruise | Follower: brake (too close)
916,91.700,leader,397.387,follower,384.692,4.992,4.799,12.695,12.359,Leader: cruise | Follower: follow
917,91.800,leader,397.882,follower,385.190,4.954,4.977,12.692,12.729,Leader: cruise | Follower: brake (too close)
918,91.900,leader,398.379,follower,385.672,4.972,4.823,12.707,12.407,Leader: cruise | Follower: follow
919,92.000,leader,398.878,follower,386.178,4.986,5.063,12.700,12.911,Leader: cruise | Follower: brake (too close)
920,92.100,leader,399.377,follower,386.669,4.992,4.906,12.708,12.580,Leader: cruise | Follower: follow
921,92.200,leader,399.876,follower,387.176,4.987,5.078,12.699,12.942,Leader: cruise | Follower: brake (too close)
922,92.300,leader,400.373,follower,387.668,4.968,4.920,12.704,12.610,Leader: cruise | Follower: follow
923,92.400,leader,400.871,follower,388.180,4.980,5.115,12.691,13.022,Leader: cruise | Follower: brake (too close)
924,92.500,leader,401.367,follower,388.676,4.965,4.956,12.692,12.686,Leader: cruise | Follower: follow
925,92.600,leader,401.865,follower,389.192,4.978,5.161,12.673,13.120,Leader: cruise | Follower: brake (too close)
926,92.700,leader,402.363,follower,389.692,4.977,5.001,12.671,12.780,Leader: cruise | Follower: brake (too close)
927,92.800,leader,402.860,follower,390.176,4.978,4.846,12.684,12.455,Leader: cruise | Follower: follow
928,92.900,leader,403.359,follower,390.689,4.981,5.122,12.670,13.038,Leader: cruise | Follower: brake (too close)
929,93.000,leader,403.858,follower,391.185,4.993,4.964,12.673,12.701,Leader: cruise | Follower: brake (too close)
930,93.100,leader,404.354,follower,391.666,4.964,4.810,12.688,12.381,Leader: cruise | Follower: follow
931,93.200,leader,404.852,follower,392.170,4.978,5.045,12.682,12.872,Leader: cruise | Follower: brake (too close)
932,93.300,leader,405.351,follower,392.659,4.987,4.888,12.691,12.544,Leader: cruise | Follower: follow
933,93.400,leader,405.847,follower,393.166,4.960,5.070,12.680,12.926,Leader: cruise | Follower: brake (too close)
934,93.500,leader,406.343,follower,393.658,4.966,4.913,12.686,12.595,Leader: cruise | Follower: follow
935,93.600,leader,406.841,follower,394.168,4.974,5.110,12.672,13.011,Leader: cruise | Follower: brake (too close)
936,93.700,leader,407.338,follower,394.664,4.973,4.952,12.674,12.676,Leader: cruise | Follower: brake (too close)
937,93.800,leader,407.834,follower,395.143,4.964,4.798,12.691,12.357,Leader: cruise | Follower: follow
938,93.900,leader,408.333,follower,395.652,4.991,5.088,12.681,12.965,Leader: cruise | Follower: brake (too close)
939,94.000,leader,408.831,follower,396.145,4.977,4.931,12.686,12.633,Leader: cruise | Follower: follow
940,94.100,leader,409.331,follower,396.667,4.997,5.219,12.664,13.246,Leader: cruise | Follower: brake (too close)
941,94.200,leader,409.828,follower,397.173,4.968,5.058,12.655,12.900,Leader: cruise | Follower: brake (too close)
942,94.300,leader,410.327,follower,397.663,4.995,4.901,12.664,12.570,Leader: cruise | Follower: follow
943,94.400,leader,410.823,follower,398.179,4.959,5.153,12.645,13.104,Leader: cruise | Follower: brake (too close)
944,94.500,leader,411.323,follower,398.678,4.999,4.994,12.645,12.765,Leader: cruise | Follower: brake (too close)
945,94.600,leader,411.823,follower,399.162,5.000,4.839,12.661,12.441,Leader: cruise | Follower: follow
946,94.700,leader,412.322,follower,399.669,4.996,5.068,12.654,12.922,Leader: cruise | Follower: brake (too close)
947,94.800,leader,412.818,follower,400.160,4.958,4.911,12.659,12.591,Leader: cruise | Follower: follow
948,94.900,leader,413.317,follower,400.675,4.985,5.155,12.642,13.108,Leader: cruise | Follower: brake (too close)
949,95.000,leader,413.815,follower,401.175,4.978,4.996,12.640,12.769,Leader: cruise | Follower: brake (too close)
