step,time_s,vehicle_id_leader,leader_lane_pos_m,vehicle_id_follower,follower_lane_pos_m,leader_speed_mps,follower_speed_mps,gap_m,safe_dist_m,action
950,95.100,leader,414.313,follower,401.659,4.987,4.841,12.654,12.445,Leader: cruise | Follower: follow
951,95.200,leader,414.811,follower,402.158,4.974,4.992,12.653,12.760,Leader: cruise | Follower: brake (too close)
952,95.300,leader,415.307,follower,402.642,4.964,4.837,12.665,12.437,Leader: cruise | Follower: follow
953,95.400,leader,415.802,follower,403.145,4.951,5.029,12.657,12.840,Leader: cruise | Follower: brake (too close)
954,95.500,leader,416.298,follower,403.632,4.962,4.874,12.666,12.513,Leader: cruise | Follower: follow
955,95.600,leader,416.798,follower,404.138,4.998,5.054,12.661,12.893,Leader: cruise | Follower: brake (too close)
956,95.700,leader,417.296,follower,404.627,4.974,4.898,12.668,12.563,Leader: cruise | Follower: follow
957,95.800,leader,417.795,follower,405.136,4.996,5.091,12.659,12.970,Leader: cruise | Follower: brake (too close)
958,95.900,leader,418.293,follower,405.630,4.975,4.933,12.663,12.637,Leader: cruise | Follower: follow
959,96.000,leader,418.790,follower,406.149,4.970,5.195,12.641,13.193,Leader: cruise | Follower: brake (too close)
960,96.100,leader,419.286,follower,406.653,4.964,5.034,12.633,12.849,Leader: cruise | Follower: brake (too close)
961,96.200,leader,419.782,follower,407.140,4.957,4.878,12.641,12.522,Leader: cruise | Follower: follow
962,96.300,leader,420.279,follower,407.653,4.970,5.126,12.626,13.045,Leader: cruise | Follower: brake (too close)
963,96.400,leader,420.775,follower,408.150,4.967,4.967,12.626,12.708,Leader: cruise | Follower: brake (too close)
964,96.500,leader,421.271,follower,408.631,4.959,4.813,12.640,12.387,Leader: cruise | Follower: follow
965,96.600,leader,421.767,follower,409.134,4.959,5.029,12.633,12.839,Leader: cruise | Follower: brake (too close)
966,96.700,leader,422.266,follower,409.621,4.984,4.873,12.645,12.512,Leader: cruise | Follower: follow
967,96.800,leader,422.762,follower,410.135,4.965,5.136,12.627,13.067,Leader: cruise | Follower: brake (too close)
968,96.900,leader,423.260,follower,410.632,4.981,4.977,12.628,12.729,Leader: cruise | Follower: brake (too close)
969,97.000,leader,423.760,follower,411.115,4.998,4.823,12.645,12.408,Leader: cruise | Follower: follow
970,97.100,leader,424.257,follower,411.621,4.971,5.062,12.636,12.909,Leader: cruise | Follower: brake (too close)
971,97.200,leader,424.752,follower,412.111,4.950,4.905,12.641,12.579,Leader: cruise | Follower: follow
972,97.300,leader,425.247,follower,412.624,4.952,5.121,12.624,13.035,Leader: cruise | Follower: brake (too close)
973,97.400,leader,425.744,follower,413.120,4.968,4.962,12.624,12.699,Leader: cruise | Follower: brake (too close)
974,97.500,leader,426.244,follower,413.601,4.995,4.809,12.643,12.378,Leader: cruise | Follower: follow
975,97.600,leader,426.743,follower,414.110,4.995,5.097,12.633,12.983,Leader: cruise | Follower: brake (too close)
976,97.700,leader,427.239,follower,414.604,4.957,4.939,12.635,12.649,Leader: cruise | Follower: brake (too close)
977,97.800,leader,427.734,follower,415.083,4.952,4.786,12.651,12.331,Leader: cruise | Follower: follow
978,97.900,leader,428.232,follower,415.582,4.974,4.990,12.650,12.756,Leader: cruise | Follower: brake (too close)
979,98.000,leader,428.727,follower,416.065,4.955,4.835,12.662,12.433,Leader: cruise | Follower: follow
980,98.100,leader,429.226,follower,416.564,4.991,4.990,12.662,12.758,Leader: cruise | Follower: brake (too close)
981,98.200,leader,429.722,follower,417.048,4.963,4.836,12.675,12.435,Leader: cruise | Follower: follow
982,98.300,leader,430.219,follower,417.550,4.964,5.023,12.669,12.826,Leader: cruise | Follower: brake (too close)
983,98.400,leader,430.719,follower,418.037,4.999,4.867,12.682,12.500,Leader: cruise | Follower: follow
984,98.500,leader,431.219,follower,418.549,4.998,5.117,12.670,13.026,Leader: cruise | Follower: brake (too close)
985,98.600,leader,431.715,follower,419.044,4.960,4.958,12.670,12.690,Leader: cruise | Follower: brake (too close)
986,98.700,leader,432.211,follower,419.525,4.967,4.805,12.686,12.370,Leader: cruise | Follower: follow
987,98.800,leader,432.707,follower,420.022,4.955,4.967,12.685,12.709,Leader: cruise | Follower: brake (too close)
988,98.900,leader,433.205,follower,420.503,4.978,4.813,12.702,12.388,Leader: cruise | Follower: follow
989,99.000,leader,433.701,follower,421.008,4.967,5.048,12.694,12.878,Leader: cruise | Follower: brake (too close)
990,99.100,leader,434.201,follower,421.497,4.995,4.891,12.704,12.550,Leader: cruise | Follower: follow
991,99.200,leader,434.699,follower,422.008,4.986,5.108,12.692,13.007,Leader: cruise | Follower: brake (too close)
992,99.300,leader,435.196,follower,422.503,4.964,4.950,12.693,12.673,Leader: cruise | Follower: follow
993,99.400,leader,435.696,follower,423.023,4.999,5.206,12.672,13.218,Leader: cruise | Follower: brake (too close)
994,99.500,leader,436.195,follower,423.528,4.988,5.045,12.667,12.874,Leader: cruise | Follower: brake (too close)
995,99.600,leader,436.691,follower,424.017,4.961,4.889,12.674,12.545,Leader: cruise | Follower: follow
996,99.700,leader,437.188,follower,424.531,4.977,5.137,12.658,13.069,Leader: cruise | Follower: brake (too close)
997,99.800,leader,437.688,follower,425.028,4.996,4.978,12.660,12.732,Leader: cruise | Follower: brake (too close)
998,99.900,leader,438.185,follower,425.511,4.967,4.824,12.674,12.410,Leader: cruise | Follower: follow
999,100.000,leader,438.683,follower,426.021,4.987,5.104,12.662,12.999,Leader: cruise | Follower: brake (too close)
1000,100.100,leader,439.182,follower,426.516,4.989,4.946,12.666,12.665,Leader: cruise | Follower: follow
1001,100.200,leader,439.681,follower,427.029,4.982,5.136,12.651,13.066,Leader: cruise | Follower: brake (too close)
1002,100.300,leader,440.180,follower,427.527,4.991,4.977,12.653,12.728,Leader: cruise | Follower: brake (too close)
1003,100.400,leader,440.677,follower,428.009,4.975,4.823,12.668,12.407,Leader: cruise | Follower: follow
1004,100.500,leader,441.177,follower,428.518,4.995,5.091,12.658,12.971,Leader: cruise | Follower: brake (too close)
1005,100.600,leader,441.672,follower,429.012,4.952,4.934,12.660,12.638,Leader: cruise | Follower: follow
1006,100.700,leader,442.172,follower,429.534,5.000,5.225,12.637,13.259,Leader: cruise | Follower: brake (too close)
1007,100.800,leader,442.670,follower,430.041,4.985,5.064,12.630,12.913,Leader: cruise | Follower: brake (too close)
1008,100.900,leader,443.166,follower,430.531,4.952,4.907,12.634,12.582,Leader: cruise | Follower: follow
1009,101.000,leader,443.662,follower,431.049,4.969,5.181,12.613,13.163,Leader: cruise | Follower: brake (too close)
1010,101.100,leader,444.161,follower,431.551,4.987,5.020,12.610,12.821,Leader: cruise | Follower: brake (too close)
1011,101.200,leader,444.657,follower,432.038,4.959,4.865,12.619,12.495,Leader: cruise | Follower: follow
1012,101.300,leader,445.154,follower,432.547,4.965,5.088,12.607,12.965,Leader: cruise | Follower: brake (too close)
1013,101.400,leader,445.649,follower,433.040,4.953,4.931,12.609,12.633,Leader: cruise | Follower: brake (too close)
1014,101.500,leader,446.146,follower,433.518,4.968,4.778,12.628,12.315,Leader: cruise | Follower: follow
1015,101.600,leader,446.645,follower,434.015,4.991,4.971,12.630,12.716,Leader: cruise | Follower: brake (too close)
1016,101.700,leader,447.141,follower,434.496,4.967,4.817,12.645,12.395,Leader: cruise | Follower: follow
1017,101.800,leader,447.638,follower,434.994,4.966,4.978,12.644,12.732,Leader: cruise | Follower: brake (too close)
1018,101.900,leader,448.135,follower,435.477,4.965,4.824,12.658,12.410,Leader: cruise | Follower: follow
1019,102.000,leader,448.633,follower,435.988,4.979,5.117,12.644,13.027,Leader: cruise | Follower: brake (too close)
1020,102.100,leader,449.130,follower,436.484,4.979,4.959,12.646,12.691,Leader: cruise | Follower: brake (too close)
1021,102.200,leader,449.626,follower,436.965,4.956,4.805,12.661,12.371,Leader: cruise | Follower: follow
1022,102.300,leader,450.124,follower,437.467,4.981,5.025,12.657,12.831,Leader: cruise | Follower: brake (too close)
1023,102.400,leader,450.624,follower,437.954,4.997,4.870,12.669,12.504,Leader: cruise | Follower: follow
1024,102.500,leader,451.120,follower,438.467,4.963,5.124,12.653,13.041,Leader: cruise | Follower: brake (too close)
1025,102.600,leader,451.616,follower,438.963,4.960,4.965,12.653,12.705,Leader: cruise | Follower: brake (too close)
1026,102.700,leader,452.113,follower,439.444,4.968,4.812,12.668,12.384,Leader: cruise | Follower: follow
1027,102.800,leader,452.612,follower,439.952,4.994,5.072,12.661,12.929,Leader: cruise | Follower: brake (too close)
1028,102.900,leader,453.109,follower,440.443,4.966,4.915,12.666,12.598,Leader: cruise | Follower: follow
1029,103.000,leader,453.606,follower,440.961,4.971,5.175,12.645,13.150,Leader: cruise | Follower: brake (too close)
1030,103.100,leader,454.104,follower,441.462,4.981,5.014,12.642,12.808,Leader: cruise | Follower: brake (too close)
1031,103.200,leader,454.601,follower,441.948,4.974,4.859,12.653,12.483,Leader: cruise | Follower: follow
1032,103.300,leader,455.101,follower,442.452,4.999,5.037,12.650,12.856,Leader: cruise | Follower: brake (too close)
1033,103.400,leader,455.600,follower,442.940,4.992,4.881,12.661,12.528,Leader: cruise | Follower: follow
1034,103.500,leader,456.100,follower,443.452,4.992,5.122,12.648,13.037,Leader: cruise | Follower: brake (too close)
1035,103.600,leader,456.597,follower,443.948,4.976,4.964,12.649,12.701,Leader: cruise | Follower: brake (too close)
1036,103.700,leader,457.093,follower,444.429,4.953,4.810,12.663,12.381,Leader: cruise | Follower: follow
1037,103.800,leader,457.591,follower,444.933,4.985,5.034,12.658,12.850,Leader: cruise | Follower: brake (too close)
1038,103.900,leader,458.086,follower,445.420,4.955,4.878,12.666,12.523,Leader: cruise | Follower: follow
1039,104.000,leader,458.584,follower,445.935,4.977,5.147,12.649,13.091,Leader: cruise | Follower: brake (too close)
1040,104.100,leader,459.081,follower,446.434,4.968,4.988,12.647,12.752,Leader: cruise | Follower: brake (too close)
1041,104.200,leader,459.577,follower,446.917,4.962,4.833,12.660,12.429,Leader: cruise | Follower: follow
1042,104.300,leader,460.075,follower,447.420,4.977,5.022,12.655,12.825,Leader: cruise | Follower: brake (too close)
1043,104.400,leader,460.570,follower,447.906,4.955,4.867,12.664,12.499,Leader: cruise | Follower: follow
1044,104.500,leader,461.069,follower,448.416,4.982,5.099,12.652,12.988,Leader: cruise | Follower: brake (too close)
1045,104.600,leader,461.568,follower,448.910,4.991,4.941,12.657,12.654,Leader: cruise | Follower: follow
1046,104.700,leader,462.063,follower,449.429,4.954,5.190,12.634,13.184,Leader: cruise | Follower: brake (too close)
1047,104.800,leader,462.559,follower,449.932,4.955,5.030,12.626,12.841,Leader: cruise | Follower: brake (too close)
1048,104.900,leader,463.058,follower,450.420,4.993,4.874,12.638,12.514,Leader: cruise | Follower: follow
1049,105.000,leader,463.558,follower,450.936,4.997,5.160,12.622,13.118,Leader: cruise | Follower: brake (too close)
1050,105.100,leader,464.056,follower,451.436,4.989,5.000,12.621,12.778,Leader: cruise | Follower: brake (too close)
1051,105.200,leader,464.552,follower,451.920,4.953,4.845,12.632,12.454,Leader: cruise | Follower: follow
1052,105.300,leader,465.050,follower,452.431,4.981,5.109,12.619,13.009,Leader: cruise | Follower: brake (too close)
1053,105.400,leader,465.548,follower,452.926,4.984,4.951,12.622,12.674,Leader: cruise | Follower: brake (too close)
1054,105.500,leader,466.045,follower,453.406,4.964,4.797,12.639,12.354,Leader: cruise | Follower: follow
1055,105.600,leader,466.542,follower,453.908,4.975,5.025,12.634,12.831,Leader: cruise | Follower: brake (too close)
1056,105.700,leader,467.040,follower,454.395,4.979,4.870,12.645,12.505,Leader: cruise | Follower: follow
1057,105.800,leader,467.537,follower,454.912,4.968,5.166,12.625,13.131,Leader: cruise | Follower: brake (too close)
1058,105.900,leader,468.032,follower,455.413,4.955,5.006,12.620,12.790,Leader: cruise | Follower: brake (too close)
1059,106.000,leader,468.532,follower,455.898,4.992,4.851,12.634,12.465,Leader: cruise | Follower: follow
1060,106.100,leader,469.027,follower,456.410,4.957,5.129,12.617,13.051,Leader: cruise | Follower: brake (too close)
1061,106.200,leader,469.523,follower,456.907,4.961,4.970,12.616,12.715,Leader: cruise | Follower: brake (too close)
1062,106.300,leader,470.021,follower,457.389,4.982,4.816,12.632,12.393,Leader: cruise | Follower: follow
1063,106.400,leader,470.521,follower,457.890,4.993,5.012,12.630,12.804,Leader: cruise | Follower: brake (too close)
1064,106.500,leader,471.021,follower,458.376,4.998,4.857,12.645,12.479,Leader: cruise | Follower: follow
1065,106.600,leader,471.519,follower,458.884,4.984,5.078,12.635,12.943,Leader: cruise | Follower: brake (too close)
1066,106.700,leader,472.019,follower,459.376,4.996,4.921,12.643,12.611,Leader: cruise | Follower: follow
1067,106.800,leader,472.516,follower,459.893,4.978,5.175,12.623,13.151,Leader: cruise | Follower: brake (too close)
1068,106.900,leader,473.016,follower,460.395,4.999,5.015,12.621,12.809,Leader: cruise | Follower: brake (too close)
1069,107.000,leader,473.512,follower,460.881,4.953,4.860,12.631,12.484,Leader: cruise | Follower: follow
1070,107.100,leader,474.010,follower,461.395,4.982,5.145,12.614,13.086,Leader: cruise | Follower: brake (too close)
1071,107.200,leader,474.507,follower,461.894,4.972,4.986,12.613,12.748,Leader: cruise | Follower: brake (too close)
1072,107.300,leader,475.004,follower,462.377,4.969,4.832,12.627,12.425,Leader: cruise | Follower: follow
1073,107.400,leader,475.502,follower,462.884,4.983,5.072,12.618,12.930,Leader: cruise | Follower: brake (too close)
1074,107.500,leader,476.000,follower,463.376,4.981,4.915,12.625,12.599,Leader: cruise | Follower: follow
1075,107.600,leader,476.500,follower,463.887,4.997,5.109,12.613,13.010,Leader: cruise | Follower: brake (too close)
1076,107.700,leader,476.998,follower,464.382,4.976,4.951,12.616,12.675,Leader: cruise | Follower: brake (too close)
1077,107.800,leader,477.495,follower,464.862,4.971,4.798,12.633,12.356,Leader: cruise | Follower: follow
1078,107.900,leader,477.994,follower,465.359,4.992,4.971,12.635,12.717,Leader: cruise | Follower: brake (too close)
1079,108.000,leader,478.493,follower,465.840,4.990,4.817,12.653,12.396,Leader: cruise | Follower: follow
1080,108.100,leader,478.992,follower,466.342,4.986,5.015,12.650,12.809,Leader: cruise | Follower: brake (too close)
1081,108.200,leader,479.490,follower,466.828,4.987,4.860,12.662,12.483,Leader: cruise | Follower: follow
1082,108.300,leader,479.987,follower,467.343,4.966,5.148,12.644,13.092,Leader: cruise | Follower: brake (too close)
1083,108.400,leader,480.484,follower,467.842,4.974,4.988,12.643,12.753,Leader: cruise | Follower: brake (too close)
1084,108.500,leader,480.980,follower,468.325,4.955,4.834,12.655,12.430,Leader: cruise | Follower: follow
1085,108.600,leader,481.479,follower,468.830,4.989,5.053,12.648,12.889,Leader: cruise | Follower: brake (too close)
1086,108.700,leader,481.975,follower,469.320,4.968,4.896,12.656,12.560,Leader: cruise | Follower: follow
1087,108.800,leader,482.472,follower,469.827,4.966,5.075,12.645,12.938,Leader: cruise | Follower: brake (too close)
1088,108.900,leader,482.970,follower,470.319,4.984,4.918,12.651,12.606,Leader: cruise | Follower: follow
1089,109.000,leader,483.469,follower,470.826,4.987,5.070,12.643,12.926,Leader: cruise | Follower: brake (too close)
1090,109.100,leader,483.965,follower,471.317,4.963,4.913,12.648,12.595,Leader: cruise | Follower: follow
1091,109.200,leader,484.464,follower,471.833,4.983,5.154,12.631,13.106,Leader: cruise | Follower: brake (too close)
1092,109.300,leader,484.961,follower,472.332,4.971,4.995,12.629,12.766,Leader: cruise | Follower: brake (too close)
1093,109.400,leader,485.460,follower,472.816,4.994,4.840,12.644,12.443,Leader: cruise | Follower: follow
1094,109.500,leader,485.955,follower,473.323,4.952,5.070,12.632,12.926,Leader: cruise | Follower: brake (too close)
1095,109.600,leader,486.451,follower,473.815,4.954,4.913,12.636,12.595,Leader: cruise | Follower: follow
1096,109.700,leader,486.946,follower,474.322,4.955,5.076,12.624,12.939,Leader: cruise | Follower: brake (too close)
1097,109.800,leader,487.446,follower,474.814,4.997,4.919,12.632,12.608,Leader: cruise | Follower: follow
1098,109.900,leader,487.941,follower,475.332,4.951,5.181,12.609,13.165,Leader: cruise | Follower: brake (too close)
1099,110.000,leader,488.436,follower,475.834,4.952,5.021,12.602,12.822,Leader: cruise | Follower: brake (too close)
1100,110.100,leader,488.936,follower,476.321,4.999,4.866,12.615,12.496,Leader: cruise | Follower: follow
1101,110.200,leader,489.435,follower,476.837,4.991,5.165,12.598,13.129,Leader: cruise | Follower: brake (too close)
1102,110.300,leader,489.932,follower,477.338,4.966,5.005,12.594,12.789,Leader: cruise | Follower: brake (too close)
1103,110.400,leader,490.429,follower,477.823,4.973,4.850,12.606,12.464,Leader: cruise | Follower: follow
1104,110.500,leader,490.925,follower,478.338,4.961,5.146,12.588,13.088,Leader: cruise | Follower: brake (too close)
1105,110.600,leader,491.421,follower,478.836,4.958,4.987,12.585,12.750,Leader: cruise | Follower: brake (too close)
1106,110.700,leader,491.917,follower,479.319,4.958,4.832,12.597,12.427,Leader: cruise | Follower: follow
1107,110.800,leader,492.414,follower,479.825,4.971,5.057,12.589,12.899,Leader: cruise | Follower: brake (too close)
1108,110.900,leader,492.913,follower,480.315,4.989,4.901,12.598,12.569,Leader: cruise | Follower: follow
1109,111.000,leader,493.410,follower,480.828,4.969,5.125,12.582,13.044,Leader: cruise | Follower: brake (too close)
1110,111.100,leader,493.906,follower,481.324,4.964,4.967,12.582,12.707,Leader: cruise | Follower: brake (too close)
1111,111.200,leader,494.402,follower,481.806,4.956,4.813,12.596,12.386,Leader: cruise | Follower: follow
1112,111.300,leader,494.900,follower,482.306,4.976,5.008,12.593,12.794,Leader: cruise | Follower: brake (too close)
1113,111.400,leader,495.398,follower,482.792,4.988,4.853,12.607,12.469,Leader: cruise | Follower: follow
1114,111.500,leader,495.894,follower,483.292,4.954,5.003,12.602,12.784,Leader: cruise | Follower: brake (too close)
1115,111.600,leader,496.390,follower,483.777,4.964,4.848,12.613,12.460,Leader: cruise | Follower: follow
1116,111.700,leader,496.887,follower,484.279,4.973,5.024,12.608,12.829,Leader: cruise | Follower: brake (too close)
1117,111.800,leader,497.386,follower,484.766,4.985,4.869,12.620,12.503,Leader: cruise | Follower: follow
1118,111.900,leader,497.883,follower,485.271,4.976,5.048,12.612,12.880,Leader: cruise | Follower: brake (too close)
1119,112.000,leader,498.379,follower,485.760,4.954,4.892,12.619,12.551,Leader: cruise | Follower: follow
1120,112.100,leader,498.875,follower,486.266,4.959,5.060,12.609,12.904,Leader: cruise | Follower: brake (too close)
1121,112.200,leader,499.370,follower,486.756,4.955,4.903,12.614,12.574,Leader: cruise | Follower: follow
