step,time_s,vehicle_id,lane_pos_m,speed_mps,leader_of_this_vehicle,gap_to_leader_m,safe_dist_m,action
142,14.300,follower_02,34.953,4.893,follower_01,12.430,12.553,brake (too close to follower_01)
142,14.300,follower_03,22.982,4.510,follower_02,11.971,11.769,follow
142,14.300,follower_04,11.799,4.279,follower_03,11.182,11.313,brake (too close to follower_03)
143,14.400,leader,60.476,4.950,,,12.673,leader_state:normal
143,14.400,follower_01,47.872,4.892,leader,12.603,12.551,follow
143,14.400,follower_02,35.427,4.741,follower_01,12.445,12.239,follow
143,14.400,follower_03,23.461,4.792,follower_02,11.966,12.343,brake (too close to follower_02)
143,14.400,follower_04,12.214,4.147,follower_03,11.247,11.057,follow
144,14.500,leader,60.971,4.953,,,12.679,leader_state:normal
144,14.500,follower_01,48.390,5.173,leader,12.581,13.146,brake (too close to leader)
144,14.500,follower_02,35.922,4.949,follower_01,12.468,12.671,brake (too close to follower_01)
144,14.500,follower_03,23.925,4.643,follower_02,11.997,12.039,brake (too close to follower_02)
144,14.500,follower_04,12.658,4.437,follower_03,11.268,11.624,brake (too close to follower_03)
145,14.600,leader,61.469,4.985,,,12.747,leader_state:normal
145,14.600,follower_01,48.891,5.013,leader,12.579,12.805,brake (too close to leader)
145,14.600,follower_02,36.401,4.796,follower_01,12.489,12.352,follow
145,14.600,follower_03,24.375,4.500,follower_02,12.026,11.749,follow
145,14.600,follower_04,13.088,4.299,follower_03,11.288,11.353,brake (too close to follower_03)
146,14.700,leader,61.969,4.990,,,12.758,leader_state:normal
146,14.700,follower_01,49.377,4.858,leader,12.592,12.479,follow
146,14.700,follower_02,36.897,4.953,follower_01,12.480,12.678,brake (too close to follower_01)
146,14.700,follower_03,24.842,4.670,follower_02,12.054,12.092,brake (too close to follower_02)
146,14.700,follower_04,13.504,4.166,follower_03,11.338,11.095,follow
147,14.800,leader,62.467,4.981,,,12.737,leader_state:normal
147,14.800,follower_01,49.882,5.050,leader,12.585,12.884,brake (too close to leader)
147,14.800,follower_02,37.377,4.800,follower_01,12.505,12.359,follow
147,14.800,follower_03,25.295,4.525,follower_02,12.082,11.800,follow
147,14.800,follower_04,13.938,4.335,follower_03,11.357,11.423,brake (too close to follower_03)
148,14.900,leader,62.963,4.967,,,12.707,leader_state:normal
148,14.900,follower_01,50.371,4.894,leader,12.592,12.555,follow
148,14.900,follower_02,37.873,4.961,follower_01,12.498,12.696,brake (too close to follower_01)
148,14.900,follower_03,25.769,4.741,follower_02,12.104,12.238,brake (too close to follower_02)
148,14.900,follower_04,14.358,4.201,follower_03,11.411,11.162,follow
149,15.000,leader,63.463,4.996,,,12.769,leader_state:normal
149,15.000,follower_01,50.888,5.165,leader,12.575,13.129,brake (too close to leader)
149,15.000,follower_02,38.354,4.808,follower_01,12.534,12.376,follow
149,15.000,follower_03,26.228,4.594,follower_02,12.125,11.939,follow
149,15.000,follower_04,14.802,4.438,follower_03,11.427,11.626,brake (too close to follower_03)
150,15.100,leader,63.958,4.951,,,12.674,leader_state:normal
150,15.100,follower_01,51.388,5.005,leader,12.570,12.788,brake (too close to leader)
150,15.100,follower_02,38.862,5.083,follower_01,12.526,12.954,brake (too close to follower_01)
150,15.100,follower_03,26.711,4.827,follower_02,12.151,12.417,brake (too close to follower_02)
150,15.100,follower_04,15.232,4.300,follower_03,11.479,11.355,follow
151,15.200,leader,64.456,4.985,,,12.745,leader_state:normal
151,15.200,follower_01,51.873,4.850,leader,12.583,12.464,follow
151,15.200,follower_02,39.354,4.926,follower_01,12.519,12.622,brake (too close to follower_01)
151,15.200,follower_03,27.179,4.678,follower_02,12.176,12.110,follow
151,15.200,follower_04,15.683,4.511,follower_03,11.496,11.772,brake (too close to follower_03)
152,15.300,leader,64.954,4.974,,,12.723,leader_state:normal
152,15.300,follower_01,52.382,5.090,leader,12.572,12.969,brake (too close to leader)
152,15.300,follower_02,39.832,4.773,follower_01,12.550,12.305,follow
152,15.300,follower_03,27.664,4.848,follower_02,12.168,12.459,brake (too close to follower_02)
152,15.300,follower_04,16.120,4.372,follower_03,11.544,11.495,follow
153,15.400,leader,65.450,4.963,,,12.701,leader_state:normal
153,15.400,follower_01,52.875,4.933,leader,12.575,12.636,brake (too close to leader)
153,15.400,follower_02,40.336,5.044,follower_01,12.539,12.870,brake (too close to follower_01)
153,15.400,follower_03,28.133,4.698,follower_02,12.203,12.150,follow
153,15.400,follower_04,16.575,4.546,follower_03,11.559,11.843,brake (too close to follower_03)
154,15.500,leader,65.948,4.974,,,12.724,leader_state:normal
154,15.500,follower_01,53.353,4.780,leader,12.594,12.319,follow
154,15.500,follower_02,40.825,4.888,follower_01,12.528,12.542,brake (too close to follower_01)
154,15.500,follower_03,28.620,4.871,follower_02,12.205,12.508,brake (too close to follower_02)
154,15.500,follower_04,17.015,4.405,follower_03,11.605,11.562,follow
155,15.600,leader,66.447,4.991,,,12.758,leader_state:normal
155,15.600,follower_01,53.853,4.996,leader,12.594,12.769,brake (too close to leader)
155,15.600,follower_02,41.299,4.736,follower_01,12.554,12.229,follow
155,15.600,follower_03,29.092,4.721,follower_02,12.206,12.196,follow
155,15.600,follower_04,17.475,4.602,follower_03,11.617,11.955,brake (too close to follower_03)
156,15.700,leader,66.946,4.993,,,12.763,leader_state:normal
156,15.700,follower_01,54.337,4.841,leader,12.609,12.446,follow
156,15.700,follower_02,41.792,4.930,follower_01,12.546,12.630,brake (too close to follower_01)
156,15.700,follower_03,29.583,4.906,follower_02,12.209,12.579,brake (too close to follower_02)
156,15.700,follower_04,17.921,4.459,follower_03,11.662,11.669,brake (too close to follower_03)
157,15.800,leader,67.442,4.959,,,12.691,leader_state:normal
157,15.800,follower_01,54.838,5.010,leader,12.604,12.799,brake (too close to leader)
157,15.800,follower_02,42.269,4.777,follower_01,12.569,12.313,follow
157,15.800,follower_03,30.058,4.754,follower_02,12.211,12.265,brake (too close to follower_02)
157,15.800,follower_04,18.353,4.321,follower_03,11.705,11.396,follow
158,15.900,leader,67.937,4.954,,,12.681,leader_state:normal
158,15.900,follower_01,55.324,4.855,leader,12.614,12.474,follow
158,15.900,follower_02,42.765,4.955,follower_01,12.559,12.682,brake (too close to follower_01)
158,15.900,follower_03,30.519,4.607,follower_02,12.246,11.964,follow
158,15.900,follower_04,18.801,4.479,follower_03,11.718,11.709,follow
159,16.000,leader,68.437,4.999,,,12.776,leader_state:normal
159,16.000,follower_01,55.830,5.062,leader,12.607,12.909,brake (too close to leader)
159,16.000,follower_02,43.245,4.801,follower_01,12.585,12.363,follow
159,16.000,follower_03,30.997,4.784,follower_02,12.247,12.327,brake (too close to follower_02)
159,16.000,follower_04,19.254,4.524,follower_03,11.744,11.799,brake (too close to follower_03)
160,16.100,leader,68.934,4.973,,,12.720,leader_state:normal
160,16.100,follower_01,56.320,4.905,leader,12.614,12.579,follow
160,16.100,follower_02,43.741,4.965,follower_01,12.579,12.704,brake (too close to follower_01)
160,16.100,follower_03,31.461,4.636,follower_02,12.280,12.024,follow
160,16.100,follower_04,19.692,4.384,follower_03,11.769,11.520,follow
161,16.200,leader,69.433,4.990,,,12.756,leader_state:normal
161,16.200,follower_01,56.826,5.058,leader,12.607,12.901,brake (too close to leader)
161,16.200,follower_02,44.223,4.811,follower_01,12.604,12.383,follow
161,16.200,follower_03,31.942,4.812,follower_02,12.280,12.385,brake (too close to follower_02)
161,16.200,follower_04,20.151,4.585,follower_03,11.792,11.920,brake (too close to follower_03)
162,16.300,leader,69.929,4.956,,,12.685,leader_state:normal
162,16.300,follower_01,57.316,4.902,leader,12.613,12.571,follow
162,16.300,follower_02,44.726,5.035,follower_01,12.590,12.851,brake (too close to follower_01)
162,16.300,follower_03,32.409,4.663,follower_02,12.317,12.079,follow
162,16.300,follower_04,20.595,4.443,follower_03,11.814,11.636,follow
163,16.400,leader,70.425,4.955,,,12.684,leader_state:normal
163,16.400,follower_01,57.836,5.197,leader,12.589,13.197,brake (too close to leader)
163,16.400,follower_02,45.214,4.879,follower_01,12.622,12.524,follow
163,16.400,follower_03,32.903,4.943,follower_02,12.311,12.659,brake (too close to follower_02)
163,16.400,follower_04,21.067,4.723,follower_03,11.836,12.201,brake (too close to follower_03)
164,16.500,leader,70.921,4.964,,,12.702,leader_state:normal
164,16.500,follower_01,58.340,5.036,leader,12.581,12.854,brake (too close to leader)
164,16.500,follower_02,45.717,5.030,follower_01,12.623,12.841,brake (too close to follower_01)
164,16.500,follower_03,33.382,4.790,follower_02,12.335,12.340,brake (too close to follower_02)
164,16.500,follower_04,21.525,4.577,follower_03,11.857,11.904,brake (too close to follower_03)
165,16.600,leader,71.418,4.969,,,12.713,leader_state:normal
165,16.600,follower_01,58.828,4.880,leader,12.590,12.526,follow
165,16.600,follower_02,46.204,4.874,follower_01,12.623,12.514,follow
165,16.600,follower_03,33.846,4.642,follower_02,12.358,12.037,follow
165,16.600,follower_04,21.968,4.435,follower_03,11.878,11.620,follow
166,16.700,leader,71.917,4.993,,,12.763,leader_state:normal
166,16.700,follower_01,59.337,5.093,leader,12.580,12.975,brake (too close to leader)
166,16.700,follower_02,46.722,5.173,follower_01,12.615,13.145,brake (too close to follower_01)
166,16.700,follower_03,34.330,4.837,follower_02,12.392,12.436,brake (too close to follower_02)
166,16.700,follower_04,22.435,4.667,follower_03,11.895,12.088,brake (too close to follower_03)
167,16.800,leader,72.413,4.962,,,12.697,leader_state:normal
167,16.800,follower_01,59.830,4.936,leader,12.583,12.642,brake (too close to leader)
167,16.800,follower_02,47.223,5.012,follower_01,12.608,12.804,brake (too close to follower_01)
167,16.800,follower_03,34.798,4.687,follower_02,12.424,12.128,follow
167,16.800,follower_04,22.887,4.523,follower_03,11.911,11.796,follow
168,16.900,leader,72.912,4.987,,,12.749,leader_state:normal
168,16.900,follower_01,60.309,4.783,leader,12.603,12.324,follow
168,16.900,follower_02,47.709,4.857,follower_01,12.600,12.479,follow
168,16.900,follower_03,35.286,4.878,follower_02,12.422,12.523,brake (too close to follower_02)
168,16.900,follower_04,23.367,4.802,follower_03,11.919,12.364,brake (too close to follower_03)
169,17.000,leader,73.411,4.993,,,12.762,leader_state:normal
169,17.000,follower_01,60.803,4.938,leader,12.609,12.648,brake (too close to leader)
169,17.000,follower_02,48.221,5.125,follower_01,12.581,13.044,brake (too close to follower_01)
169,17.000,follower_03,35.759,4.727,follower_02,12.462,12.211,follow
169,17.000,follower_04,23.833,4.654,follower_03,11.926,12.060,brake (too close to follower_03)
170,17.100,leader,73.909,4.976,,,12.727,leader_state:normal
170,17.100,follower_01,61.281,4.785,leader,12.628,12.330,follow
170,17.100,follower_02,48.718,4.967,follower_01,12.563,12.708,brake (too close to follower_01)
170,17.100,follower_03,36.254,4.948,follower_02,12.464,12.669,brake (too close to follower_02)
170,17.100,follower_04,24.284,4.509,follower_03,11.970,11.769,follow
171,17.200,leader,74.405,4.962,,,12.699,leader_state:normal
171,17.200,follower_01,61.787,5.059,leader,12.618,12.903,brake (too close to leader)
171,17.200,follower_02,49.199,4.813,follower_01,12.588,12.387,follow
171,17.200,follower_03,36.733,4.795,follower_02,12.466,12.350,follow
171,17.200,follower_04,24.754,4.706,follower_03,11.979,12.168,brake (too close to follower_03)
172,17.300,leader,74.901,4.957,,,12.687,leader_state:normal
172,17.300,follower_01,62.277,4.903,leader,12.623,12.573,follow
172,17.300,follower_02,49.704,5.050,follower_01,12.573,12.883,brake (too close to follower_01)
172,17.300,follower_03,37.234,5.008,follower_02,12.470,12.796,brake (too close to follower_02)
172,17.300,follower_04,25.211,4.561,follower_03,12.024,11.872,follow
173,17.400,leader,75.400,4.991,,,12.759,leader_state:normal
173,17.400,follower_01,62.791,5.133,leader,12.609,13.061,brake (too close to leader)
173,17.400,follower_02,50.193,4.893,follower_01,12.597,12.554,follow
173,17.400,follower_03,37.720,4.853,follower_02,12.474,12.471,follow
173,17.400,follower_04,25.694,4.840,follower_03,12.025,12.442,brake (too close to follower_03)
174,17.500,leader,75.896,4.963,,,12.700,leader_state:normal
174,17.500,follower_01,63.288,4.974,leader,12.608,12.724,brake (too close to leader)
174,17.500,follower_02,50.699,5.053,follower_01,12.589,12.891,brake (too close to follower_01)
174,17.500,follower_03,38.229,5.093,follower_02,12.470,12.975,brake (too close to follower_02)
174,17.500,follower_04,26.163,4.690,follower_03,12.065,12.134,brake (too close to follower_03)
175,17.600,leader,76.392,4.954,,,12.682,leader_state:normal
175,17.600,follower_01,63.770,4.820,leader,12.622,12.402,follow
175,17.600,follower_02,51.188,4.897,follower_01,12.582,12.562,follow
175,17.600,follower_03,38.722,4.935,follower_02,12.466,12.642,brake (too close to follower_02)
175,17.600,follower_04,26.618,4.545,follower_03,12.105,11.840,follow
176,17.700,leader,76.889,4.976,,,12.727,leader_state:normal
176,17.700,follower_01,64.276,5.063,leader,12.613,12.912,brake (too close to leader)
176,17.700,follower_02,51.703,5.143,follower_01,12.574,13.082,brake (too close to follower_01)
176,17.700,follower_03,39.201,4.783,follower_02,12.502,12.324,follow
176,17.700,follower_04,27.091,4.731,follower_03,12.110,12.218,brake (too close to follower_03)
177,17.800,leader,77.384,4.952,,,12.676,leader_state:normal
177,17.800,follower_01,64.767,4.907,leader,12.617,12.582,follow
177,17.800,follower_02,52.201,4.984,follower_01,12.566,12.744,brake (too close to follower_01)
177,17.800,follower_03,39.694,4.935,follower_02,12.507,12.641,brake (too close to follower_02)
177,17.800,follower_04,27.549,4.584,follower_03,12.145,11.920,follow
178,17.900,leader,77.884,4.999,,,12.775,leader_state:normal
178,17.900,follower_01,65.277,5.095,leader,12.608,12.979,brake (too close to leader)
178,17.900,follower_02,52.684,4.830,follower_01,12.592,12.422,follow
178,17.900,follower_03,40.172,4.782,follower_02,12.512,12.323,follow
178,17.900,follower_04,28.026,4.769,follower_03,12.146,12.297,brake (too close to follower_03)
179,18.000,leader,78.383,4.985,,,12.746,leader_state:normal
179,18.000,follower_01,65.770,4.937,leader,12.613,12.646,brake (too close to leader)
179,18.000,follower_02,53.191,5.067,follower_01,12.579,12.919,brake (too close to follower_01)
179,18.000,follower_03,40.669,4.963,follower_02,12.522,12.700,brake (too close to follower_02)
179,18.000,follower_04,28.489,4.622,follower_03,12.180,11.995,follow
180,18.100,leader,78.882,4.988,,,12.752,leader_state:normal
180,18.100,follower_01,66.249,4.784,leader,12.633,12.328,follow
180,18.100,follower_02,53.682,4.910,follower_01,12.567,12.589,brake (too close to follower_01)
180,18.100,follower_03,41.150,4.809,follower_02,12.532,12.379,follow
180,18.100,follower_04,28.966,4.773,follower_03,12.184,12.305,brake (too close to follower_03)
181,18.200,leader,79.378,4.965,,,12.704,leader_state:normal
181,18.200,follower_01,66.743,4.943,leader,12.635,12.658,brake (too close to leader)
181,18.200,follower_02,54.158,4.758,follower_01,12.585,12.273,follow
181,18.200,follower_03,41.647,4.973,follower_02,12.511,12.722,brake (too close to follower_02)
181,18.200,follower_04,29.428,4.625,follower_03,12.219,12.002,follow
182,18.300,leader,79.875,4.972,,,12.719,leader_state:normal
182,18.300,follower_01,67.222,4.790,leader,12.653,12.339,follow
182,18.300,follower_02,54.649,4.916,follower_01,12.573,12.601,brake (too close to follower_01)
182,18.300,follower_03,42.129,4.819,follower_02,12.520,12.400,follow
182,18.300,follower_04,29.906,4.781,follower_03,12.222,12.321,brake (too close to follower_03)
183,18.400,leader,80.375,4.999,,,12.775,leader_state:normal
183,18.400,follower_01,67.718,4.961,leader,12.657,12.695,brake (too close to leader)
183,18.400,follower_02,55.126,4.764,follower_01,12.592,12.285,follow
183,18.400,follower_03,42.641,5.117,follower_02,12.485,13.025,brake (too close to follower_02)
183,18.400,follower_04,30.370,4.633,follower_03,12.271,12.018,follow
184,18.500,leader,80.870,4.953,,,12.678,leader_state:normal
184,18.500,follower_01,68.199,4.807,leader,12.672,12.375,follow
184,18.500,follower_02,55.630,5.049,follower_01,12.568,12.881,brake (too close to follower_01)
184,18.500,follower_03,43.136,4.958,follower_02,12.494,12.690,brake (too close to follower_02)
184,18.500,follower_04,30.858,4.880,follower_03,12.279,12.526,brake (too close to follower_03)
185,18.600,leader,81.370,4.999,,,12.775,leader_state:normal
185,18.600,follower_01,68.699,5.007,leader,12.671,12.792,brake (too close to leader)
185,18.600,follower_02,56.120,4.893,follower_01,12.580,12.552,follow
185,18.600,follower_03,43.617,4.805,follower_02,12.503,12.370,follow
185,18.600,follower_04,31.331,4.729,follower_03,12.286,12.213,follow
186,18.700,leader,81.866,4.961,,,12.695,leader_state:normal
186,18.700,follower_01,69.185,4.852,leader,12.682,12.467,follow
186,18.700,follower_02,56.627,5.074,follower_01,12.558,12.935,brake (too close to follower_01)
186,18.700,follower_03,44.124,5.073,follower_02,12.503,12.932,brake (too close to follower_02)
186,18.700,follower_04,31.823,4.926,follower_03,12.301,12.623,brake (too close to follower_03)
187,18.800,leader,82.366,4.997,,,12.772,leader_state:normal
187,18.800,follower_01,69.696,5.115,leader,12.670,13.023,brake (too close to leader)
187,18.800,follower_02,57.119,4.917,follower_01,12.577,12.603,brake (too close to follower_01)
187,18.800,follower_03,44.616,4.916,follower_02,12.503,12.601,brake (too close to follower_02)
187,18.800,follower_04,32.301,4.774,follower_03,12.315,12.306,follow
188,18.900,leader,82.862,4.960,,,12.693,leader_state:normal
188,18.900,follower_01,70.192,4.957,leader,12.670,12.687,brake (too close to leader)
188,18.900,follower_02,57.595,4.765,follower_01,12.597,12.287,follow
188,18.900,follower_03,45.092,4.764,follower_02,12.503,12.285,follow
188,18.900,follower_04,32.802,5.017,follower_03,12.290,12.815,brake (too close to follower_03)
189,19.000,leader,83.357,4.951,,,12.675,leader_state:normal
189,19.000,follower_01,70.672,4.804,leader,12.685,12.367,follow
